"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Adam Larsson","ADAM.LARSSON","8476457","22-23","SEA","D","R",1992-11-12,29,2011,1,4,82,1652.65,25,14.27,28.59,1.91,0.061,0.47,0.44
"Adam Lowry","ADAM.LOWRY","8476392","14-15","WPG","L","L",1993-03-29,21,2011,3,67,80,996.52,30,14.12,29.18,1.29,0.037,0.13,0.15
"Adam Lowry","ADAM.LOWRY","8476392","15-16","WPG","L","L",1993-03-29,22,2011,3,67,74,855.75,29,13.97,28.76,-0.37,-0.013,0.04,0.09
"Adam Lowry","ADAM.LOWRY","8476392","16-17","WPG","L","L",1993-03-29,23,2011,3,67,82,970.97,28,14.03,28.8,-1.03,-0.013,0.11,0.12
"Adam Lowry","ADAM.LOWRY","8476392","17-18","WPG","L","L",1993-03-29,24,2011,3,67,45,536.42,25,13.65,27.82,1,0.042,0.3,0.11
"Adam Lowry","ADAM.LOWRY","8476392","18-19","WPG","L","L",1993-03-29,25,2011,3,67,78,943,27,14.05,28.37,0.11,0.001,0.14,0.15
"Adam Lowry","ADAM.LOWRY","8476392","19-20","WPG","L","L",1993-03-29,26,2011,3,67,49,603.53,26,14.3,28.13,0.13,-0.08,0.02,0.04
"Adam Lowry","ADAM.LOWRY","8476392","20-21","WPG","L","L",1993-03-29,27,2011,3,67,52,623.15,25,14.48,29.03,0.04,0.001,0.15,0.12
"Adam Lowry","ADAM.LOWRY","8476392","21-22","WPG","C/L","L",1993-03-29,28,2011,3,67,79,952.25,31,14.24,28.42,-0.2,-0.008,0.05,0.06
"Adam Lowry","ADAM.LOWRY","8476392","22-23","WPG","C","L",1993-03-29,29,2011,3,67,82,952.47,29,14.14,28.9,0.58,0.059,0.09,0.19
"Adam Mair","ADAM.MAIR","8466216","07-08","BUF","C","R",1979-02-15,28,1997,4,84,71,596.53,27,12.78,27.49,-0.6,0.008,0.2,0.22
"Adam Mair","ADAM.MAIR","8466216","08-09","BUF","C","R",1979-02-15,29,1997,4,84,75,766.88,28,13.32,28.43,0.34,0.021,0.21,0.19
"Adam Mair","ADAM.MAIR","8466216","09-10","BUF","C","R",1979-02-15,30,1997,4,84,69,624.5,25,13.38,27.84,0.61,0.025,0.14,0.23
"Adam Mair","ADAM.MAIR","8466216","10-11","N.J","C","R",1979-02-15,31,1997,4,84,65,556.37,33,14.05,28.14,0.04,0.016,0.03,0.09
"Adam McQuaid","ADAM.MCQUAID","8471717","09-10","BOS","D","R",1986-10-12,22,2005,2,55,19,196.65,27,13.21,26.48,0.78,0.013,0.17,0.14
"Adam McQuaid","ADAM.MCQUAID","8471717","10-11","BOS","D","R",1986-10-12,23,2005,2,55,67,891.78,26,13.4,27.23,0.42,-0.006,0.2,0.22
"Adam McQuaid","ADAM.MCQUAID","8471717","11-12","BOS","D","R",1986-10-12,24,2005,2,55,72,994.9,28,13.5,27.04,0.91,0.02,0.31,0.34
"Adam McQuaid","ADAM.MCQUAID","8471717","12-13","BOS","D","R",1986-10-12,25,2005,2,55,32,436.77,28,13.62,27.27,2.32,0.076,0.23,0.21
"Adam McQuaid","ADAM.MCQUAID","8471717","13-14","BOS","D","R",1986-10-12,26,2005,2,55,30,424.05,24,13.36,26.68,1.81,0.042,0.31,0.3
"Adam McQuaid","ADAM.MCQUAID","8471717","14-15","BOS","D","R",1986-10-12,27,2005,2,55,63,1022.48,30,13.98,27.37,0.86,0.034,0.24,0.21
"Adam McQuaid","ADAM.MCQUAID","8471717","15-16","BOS","D","R",1986-10-12,28,2005,2,55,64,979.63,30,14.02,28.26,1.71,0.034,0.29,0.31
"Adam McQuaid","ADAM.MCQUAID","8471717","16-17","BOS","D","R",1986-10-12,29,2005,2,55,77,1198.63,28,13.8,28.06,3.47,0.119,0.29,0.29
"Adam McQuaid","ADAM.MCQUAID","8471717","17-18","BOS","D","R",1986-10-12,30,2005,2,55,38,511.03,33,13.44,26.97,1.74,0.067,0.32,0.32
"Adam McQuaid","ADAM.MCQUAID","8471717","18-19","CBJ","D","R",1986-10-12,31,2005,2,55,14,152.67,21,13.39,26.27,-0.05,0.022,0.26,0.32
"Adam McQuaid","ADAM.MCQUAID","8471717","18-19","NYR","D","R",1986-10-12,31,2005,2,55,36,536.6,25,14.18,28.44,-0.91,-0.024,0.08,0.12
"Adam Pardy","ADAM.PARDY","8471385","08-09","CGY","D","L",1984-03-29,24,2004,6,173,59,812.8,31,12.93,28.34,2.59,0.057,0.26,0.32
"Adam Pardy","ADAM.PARDY","8471385","09-10","CGY","D","L",1984-03-29,25,2004,6,173,57,818.77,30,12.87,26.67,1,0.032,0.2,0.2
"Adam Pardy","ADAM.PARDY","8471385","10-11","CGY","D","L",1984-03-29,26,2004,6,173,30,413.08,27,12.69,26.11,1.16,0.064,0.26,0.32
"Adam Pardy","ADAM.PARDY","8471385","11-12","DAL","D","L",1984-03-29,27,2004,6,173,36,556.47,27,13.58,27.57,0.18,-0.007,0.26,0.21
"Adam Pardy","ADAM.PARDY","8471385","12-13","BUF","D","L",1984-03-29,28,2004,6,173,17,258.35,24,13.04,26.51,-1.81,-0.089,0.01,0.01
"Adam Pardy","ADAM.PARDY","8471385","13-14","WPG","D","L",1984-03-29,29,2004,6,173,60,799.52,29,13.2,26.63,-0.02,0.022,0.13,0.1
"Adam Pardy","ADAM.PARDY","8471385","14-15","WPG","D","L",1984-03-29,30,2004,6,173,55,679.98,32,12.52,25.89,1.32,0.036,0.11,0.15
"Adam Pardy","ADAM.PARDY","8471385","15-16","EDM","D","L",1984-03-29,31,2004,6,173,9,156.87,22,13.67,27.75,-0.47,0.012,0.1,0.11
"Adam Pardy","ADAM.PARDY","8471385","15-16","WPG","D","L",1984-03-29,31,2004,6,173,14,149.95,22,13.78,28.44,1.72,0.04,0.24,0.27
"Adam Pardy","ADAM.PARDY","8471385","16-17","NSH","D","L",1984-03-29,32,2004,6,173,4,43.53,19,12.41,24.9,-0.44,-0.027,0.28,0.14
"Adam Payerl","ADAM.PAYERL","8476522","13-14","PIT","C","R",1991-03-04,22,2009,NA,NA,2,18.28,21,13.46,27.12,-1.68,-0.039,-0.06,0.07
"Adam Pelech","ADAM.PELECH","8476917","15-16","NYI","D","L",1994-08-16,21,2012,3,65,9,134.12,28,13.25,25.96,0.05,-0.002,0.11,0.18
"Adam Pelech","ADAM.PELECH","8476917","16-17","NYI","D","L",1994-08-16,22,2012,3,65,44,691.02,23,13.74,27.24,0.15,-0.002,0.22,0.25
"Adam Pelech","ADAM.PELECH","8476917","17-18","NYI","D","L",1994-08-16,23,2012,3,65,78,1280.27,29,13.43,26.78,-0.11,-0.016,0.19,0.2
"Adam Pelech","ADAM.PELECH","8476917","18-19","NYI","D","L",1994-08-16,24,2012,3,65,78,1297.52,25,13.94,27.53,-0.16,0.059,0.25,0.24
"Adam Pelech","ADAM.PELECH","8476917","19-20","NYI","D","L",1994-08-16,25,2012,3,65,38,678.28,24,14.31,27.85,-0.88,0.06,0.29,0.19
"Adam Pelech","ADAM.PELECH","8476917","20-21","NYI","D","L",1994-08-16,26,2012,3,65,56,1023.05,27,14.24,27.7,0.57,0.089,0.24,0.25
"Adam Pelech","ADAM.PELECH","8476917","21-22","NYI","D","L",1994-08-16,27,2012,3,65,78,1437.55,27,13.9,27.29,-0.7,-0.007,0.1,0.13
"Adam Pelech","ADAM.PELECH","8476917","22-23","NYI","D","L",1994-08-16,28,2012,3,65,61,1132.82,31,13.92,27.71,-0.14,0.028,0.19,0.19
"Adam Pineault","ADAM.PINEAULT","8471259","07-08","CBJ","R","R",1986-05-23,21,2004,2,46,3,33.13,17,12.17,26.41,1.15,0.066,0.21,0.34
"Adam Raska","ADAM.RASKA","8482197","21-22","S.J","R","R",2001-09-25,19,2020,7,201,5,40.23,19,13.49,26.52,-2.21,-0.052,-0.04,0.1
"Adam Raska","ADAM.RASKA","8482197","22-23","S.J","R","R",2001-09-25,20,2020,7,201,3,35.75,19,14.09,28.03,-0.75,-0.019,-0.12,0.02
"Adam Ruzicka","ADAM.RUZICKA","8480008","20-21","CGY","C","L",1999-05-11,21,2017,4,109,3,26.15,19,13.06,26.93,-0.14,-0.011,0.19,0.02
"Adam Ruzicka","ADAM.RUZICKA","8480008","21-22","CGY","C","L",1999-05-11,22,2017,4,109,28,279,22,13.85,27.8,1.74,0.024,0.17,0.14
"Adam Ruzicka","ADAM.RUZICKA","8480008","22-23","CGY","C","L",1999-05-11,23,2017,4,109,44,430.88,27,14.18,28.82,3.44,0.097,0.23,0.31
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","07-08","CGY","D","R",1973-07-03,34,1992,5,117,76,1123.42,22,13.13,28.71,1.52,0.066,0.23,0.24
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","08-09","CGY","D","R",1973-07-03,35,1992,5,117,80,1189.1,31,13.16,28.83,2.05,0.067,0.28,0.28
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","09-10","ARI","D","R",1973-07-03,36,1992,5,117,82,1342.65,31,12.99,27.16,1.25,0.033,0.22,0.21
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","10-11","ARI","D","R",1973-07-03,37,1992,5,117,75,1316.03,28,13.41,27.5,0.66,0.008,0.18,0.22
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","11-12","ARI","D","R",1973-07-03,38,1992,5,117,64,1118.37,30,14.15,28.13,2.09,0.04,0.18,0.32
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","12-13","CBJ","D","R",1973-07-03,39,1992,5,117,36,532.92,26,13.41,26.7,-0.47,-0.02,0.21,0.16
"Adrian Kempe","ADRIAN.KEMPE","8477960","16-17","L.A","L","L",1996-09-13,20,2014,1,29,25,267.8,22,14.74,29.6,2.15,0.074,0.17,0.16
"Adrian Kempe","ADRIAN.KEMPE","8477960","17-18","L.A","L","L",1996-09-13,21,2014,1,29,81,974.03,32,14.59,29.3,0.35,-0.027,0.15,0.12
"Adrian Kempe","ADRIAN.KEMPE","8477960","18-19","L.A","L","L",1996-09-13,22,2014,1,29,81,1008.27,32,14.61,28.79,-0.19,0.009,0.11,0.13
"Adrian Kempe","ADRIAN.KEMPE","8477960","19-20","L.A","L","L",1996-09-13,23,2014,1,29,69,841.02,30,14.48,28.75,1.55,0.044,0.08,0.1
"Adrian Kempe","ADRIAN.KEMPE","8477960","20-21","L.A","L","L",1996-09-13,24,2014,1,29,56,685.12,30,14.59,29.53,-0.51,-0.052,0.07,0.07
"Adrian Kempe","ADRIAN.KEMPE","8477960","21-22","L.A","C/L","L",1996-09-13,25,2014,1,29,78,1072.82,34,15.4,30.7,2.58,0.099,0.2,0.22
"Adrian Kempe","ADRIAN.KEMPE","8477960","22-23","L.A","C/R","L",1996-09-13,26,2014,1,29,82,1143.22,29,15.46,31.25,1.72,0.059,0.32,0.26
"Aidan McDonough","AIDAN.MCDONOUGH","8481683","22-23","VAN","L","L",1999-11-06,22,2019,7,195,6,54.1,19,13.81,27.92,-2.01,-0.128,-0.16,-0.17
"Akim Aliu","AKIM.ALIU","8474049","11-12","CGY","R","R",1989-04-24,22,2007,2,56,2,21.37,16,14.75,29.65,-0.15,0.009,0.19,0.26
"Akim Aliu","AKIM.ALIU","8474049","12-13","CGY","R","R",1989-04-24,23,2007,2,56,5,50.55,27,14.01,28.2,-1.13,-0.025,0.07,0.05
"Akito Hirose","AKITO.HIROSE","8484254","22-23","VAN","D","L",1999-04-09,23,2017,NA,NA,7,101.18,19,13.68,27.53,-1.26,-0.042,0.08,0.1
"Alain Nasreddine","ALAIN.NASREDDINE","8459558","07-08","PIT","D","L",1975-07-10,32,1993,6,135,6,66.2,24,12.18,26.82,-1.78,0.011,0.15,0.15
"Alan Quine","ALAN.QUINE","8476409","15-16","NYI","C","L",1993-02-25,22,2013,6,166,2,28.53,21,13.94,27.2,-0.41,0.013,0.08,0.23
"Alan Quine","ALAN.QUINE","8476409","16-17","NYI","C","L",1993-02-25,23,2013,6,166,61,670.75,26,14.43,28.62,-1.11,-0.043,0.14,0.22
"Alan Quine","ALAN.QUINE","8476409","17-18","NYI","C","L",1993-02-25,24,2013,6,166,21,236.77,25,14.27,28.45,-0.99,-0.037,0.16,0.12
"Alan Quine","ALAN.QUINE","8476409","18-19","CGY","C","L",1993-02-25,25,2013,6,166,13,119.6,27,12.97,26.5,0.54,0.035,0.19,0.25
"Alan Quine","ALAN.QUINE","8476409","19-20","CGY","C","L",1993-02-25,26,2013,6,166,9,87.4,20,14.25,28.23,0.34,0.043,0.09,0.14
"Alec Martinez","ALEC.MARTINEZ","8474166","09-10","L.A","D","L",1987-07-26,22,2007,4,95,4,59.18,24,12.77,26.36,0.96,0.051,0.19,0.25
"Alec Martinez","ALEC.MARTINEZ","8474166","10-11","L.A","D","L",1987-07-26,23,2007,4,95,60,803.52,25,12.97,26.65,1.29,0.044,0.23,0.21
"Alec Martinez","ALEC.MARTINEZ","8474166","11-12","L.A","D","L",1987-07-26,24,2007,4,95,51,650,26,12.66,26.09,2.45,0.053,0.17,0.11
"Alec Martinez","ALEC.MARTINEZ","8474166","12-13","L.A","D","L",1987-07-26,25,2007,4,95,27,374.75,22,13.36,27.03,2.25,0.079,0.24,0.23
"Alec Martinez","ALEC.MARTINEZ","8474166","13-14","L.A","D","L",1987-07-26,26,2007,4,95,61,804.95,24,12.89,26.71,2.75,0.096,0.19,0.19
"Alec Martinez","ALEC.MARTINEZ","8474166","14-15","L.A","D","L",1987-07-26,27,2007,4,95,56,906.37,25,13.43,26.87,1.65,0.047,0.15,0.19
"Alec Martinez","ALEC.MARTINEZ","8474166","15-16","L.A","D","L",1987-07-26,28,2007,4,95,78,1297.45,28,13.69,27.63,3.82,0.106,0.24,0.27
"Alec Martinez","ALEC.MARTINEZ","8474166","16-17","L.A","D","L",1987-07-26,29,2007,4,95,82,1387.88,26,13.51,27.12,2.23,0.057,0.15,0.15
"Alec Martinez","ALEC.MARTINEZ","8474166","17-18","L.A","D","L",1987-07-26,30,2007,4,95,77,1399.73,33,13.16,26.45,0.2,-0.038,0.1,0.11
"Alec Martinez","ALEC.MARTINEZ","8474166","18-19","L.A","D","L",1987-07-26,31,2007,4,95,60,1078.35,31,14.01,27.62,0.38,0.002,0.12,0.17
"Alec Martinez","ALEC.MARTINEZ","8474166","19-20","L.A","D","L",1987-07-26,32,2007,4,95,41,727,27,14,27.83,1.93,0.044,0.12,0.12
"Alec Martinez","ALEC.MARTINEZ","8474166","19-20","VGK","D","L",1987-07-26,32,2007,4,95,10,192.82,22,13.72,27.18,3.45,0.167,0.32,0.41
"Alec Martinez","ALEC.MARTINEZ","8474166","20-21","VGK","D","L",1987-07-26,33,2007,4,95,53,961.13,25,14.29,28.61,2.2,0.077,0.29,0.34
"Alec Martinez","ALEC.MARTINEZ","8474166","21-22","VGK","D","L",1987-07-26,34,2007,4,95,26,457.7,28,14.36,28.08,1.57,0.049,0.22,0.24
"Alec Martinez","ALEC.MARTINEZ","8474166","22-23","VGK","D","L",1987-07-26,35,2007,4,95,77,1316.82,28,14.19,27.45,0.82,0.084,0.3,0.36
"Alec Regula","ALEC.REGULA","8480831","20-21","CHI","D","R",2000-08-06,20,2018,3,67,3,35.32,19,13.17,26.25,-1.68,-0.074,0.03,0.04
"Alec Regula","ALEC.REGULA","8480831","21-22","CHI","D","R",2000-08-06,21,2018,3,67,15,233.97,28,13.53,26.8,-1.83,-0.033,0.1,0.08
"Alec Regula","ALEC.REGULA","8480831","22-23","CHI","D","R",2000-08-06,22,2018,3,67,4,57.75,22,13.63,27.1,-2.03,-0.09,-0.02,-0.01
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","13-14","FLA","C","L",1995-09-02,18,2013,1,2,54,756,27,15.17,30.83,0.93,0.033,0.17,0.2
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","14-15","FLA","C","L",1995-09-02,19,2013,1,2,71,1033.12,26,15.22,30.22,1.58,0.071,0.26,0.26
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","15-16","FLA","C","L",1995-09-02,20,2013,1,2,66,947.87,31,15.15,30.99,1,0.067,0.4,0.38
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","16-17","FLA","C","L",1995-09-02,21,2013,1,2,61,900.03,27,15.13,30.52,1.32,0.008,0.18,0.17
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","17-18","FLA","C","L",1995-09-02,22,2013,1,2,79,1273.9,26,15.73,31.63,1.5,0.049,0.32,0.34
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","18-19","FLA","C","L",1995-09-02,23,2013,1,2,82,1310.35,33,15.85,31.63,0.72,-0.033,0.16,0.19
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","19-20","FLA","C","L",1995-09-02,24,2013,1,2,66,978.33,24,15.21,30.38,0.3,0.003,0.25,0.29
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","20-21","FLA","C","L",1995-09-02,25,2013,1,2,50,744.35,32,14.96,30.5,2.68,0.169,0.34,0.36
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","21-22","FLA","C","L",1995-09-02,26,2013,1,2,67,937.48,31,15.27,30.85,3.75,0.163,0.34,0.49
"Aleksander Barkov","ALEKSANDER.BARKOV","8477493","22-23","FLA","C","L",1995-09-02,27,2013,1,2,68,960.9,28,15.05,31.45,2.78,0.114,0.24,0.33
"Aleksi Heponiemi","ALEKSI.HEPONIEMI","8480037","20-21","FLA","C","L",1999-01-09,21,2017,2,40,9,103.38,27,14.16,28.85,1.57,0.041,0.18,0.25
"Aleksi Heponiemi","ALEKSI.HEPONIEMI","8480037","21-22","FLA","C","L",1999-01-09,22,2017,2,40,6,81.47,29,13.32,26.84,1.37,0.057,-0.02,0.12
"Aleksi Heponiemi","ALEKSI.HEPONIEMI","8480037","22-23","FLA","C","L",1999-01-09,23,2017,2,40,10,84.07,23,12.97,27.13,0.82,0.03,0.18,0.23
"Aleksi Saarela","ALEKSI.SAARELA","8478839","19-20","FLA","C","L",1997-01-07,22,2015,3,89,9,106.25,22,14.44,28.86,0.67,0.006,0.17,0.31
"Ales Hemsky","ALES.HEMSKY","8469466","07-08","EDM","R","R",1983-08-13,24,2001,1,13,74,1049.85,30,14.43,30.97,-0.76,-0.027,0.16,0.16
"Ales Hemsky","ALES.HEMSKY","8469466","08-09","EDM","R","R",1983-08-13,25,2001,1,13,72,1003.7,29,14.24,30.71,0.61,0.041,0.23,0.19
"Ales Hemsky","ALES.HEMSKY","8469466","09-10","EDM","R","R",1983-08-13,26,2001,1,13,22,298.77,25,14.82,30.53,-0.64,-0.019,0.05,0.15
"Ales Hemsky","ALES.HEMSKY","8469466","10-11","EDM","R","R",1983-08-13,27,2001,1,13,47,653.12,27,15,31.29,-0.94,-0.092,-0.04,-0.03
"Ales Hemsky","ALES.HEMSKY","8469466","11-12","EDM","R","R",1983-08-13,28,2001,1,13,69,1038.92,33,15.11,30.92,-0.44,-0.037,0.06,0.09
"Ales Hemsky","ALES.HEMSKY","8469466","12-13","EDM","R","R",1983-08-13,29,2001,1,13,38,484.25,25,14.73,30.44,-2.72,-0.108,0.05,0.07
"Ales Hemsky","ALES.HEMSKY","8469466","13-14","EDM","R","R",1983-08-13,30,2001,1,13,55,727.13,32,14.64,30.04,-1.98,-0.065,0.09,0.07
"Ales Hemsky","ALES.HEMSKY","8469466","13-14","OTT","R","R",1983-08-13,30,2001,1,13,20,261.43,19,15.57,32,0.86,-0.073,0.12,0.07
"Ales Hemsky","ALES.HEMSKY","8469466","14-15","DAL","R","R",1983-08-13,31,2001,1,13,76,872.27,28,14.3,29.3,1.59,0.066,0.19,0.27
"Ales Hemsky","ALES.HEMSKY","8469466","15-16","DAL","R","R",1983-08-13,32,2001,1,13,75,845.02,28,14.38,29.08,1.09,0.06,0.2,0.21
"Ales Hemsky","ALES.HEMSKY","8469466","16-17","DAL","R","R",1983-08-13,33,2001,1,13,15,187.25,25,15.2,30.39,-0.1,-0.008,0.05,0.06
"Ales Hemsky","ALES.HEMSKY","8469466","17-18","MTL","R","R",1983-08-13,34,2001,1,13,7,50.37,19,14.28,28.79,-0.08,0.043,0.1,0.17
"Ales Kotalik","ALES.KOTALIK","8467502","07-08","BUF","R","R",1978-12-23,28,1998,6,164,78,927.15,27,13.91,29.96,-0.08,0.012,0.25,0.21
"Ales Kotalik","ALES.KOTALIK","8467502","08-09","BUF","R","R",1978-12-23,29,1998,6,164,56,677.15,27,13.54,28.93,-0.11,0.021,0.22,0.2
"Ales Kotalik","ALES.KOTALIK","8467502","08-09","EDM","R","R",1978-12-23,29,1998,6,164,19,251.75,23,14.29,30.74,0.05,0,0.19,0.19
"Ales Kotalik","ALES.KOTALIK","8467502","09-10","CGY","R","R",1978-12-23,30,1998,6,164,26,319.03,23,15.03,31.19,1.31,0.051,0.21,0.2
"Ales Kotalik","ALES.KOTALIK","8467502","09-10","NYR","R","R",1978-12-23,30,1998,6,164,45,450.43,23,13.77,28.83,0.15,-0.016,-0.01,0.11
"Ales Kotalik","ALES.KOTALIK","8467502","10-11","CGY","R","R",1978-12-23,31,1998,6,164,26,281.17,22,14.06,28.92,1.14,0.059,0.25,0.22
"Alex Alexeyev","ALEX.ALEXEYEV","8480823","21-22","WSH","D","L",1999-11-15,21,2018,1,31,1,10.12,15,12.75,25.34,0.52,0.04,0.38,0.36
"Alex Alexeyev","ALEX.ALEXEYEV","8480823","22-23","WSH","D","L",1999-11-15,22,2018,1,31,32,486.62,30,13.22,26.31,-0.18,-0.022,0.15,0.17
"Alex Barabanov","ALEX.BARABANOV","8482222","20-21","S.J","L","L",1994-06-17,26,2012,NA,NA,9,122.45,24,15.99,32.17,0.59,0.083,0.24,0.27
"Alex Barabanov","ALEX.BARABANOV","8482222","20-21","TOR","L","L",1994-06-17,26,2012,NA,NA,13,109.13,22,13.83,27.55,0.62,0.046,0.19,0.2
"Alex Barabanov","ALEX.BARABANOV","8482222","21-22","S.J","L","L",1994-06-17,27,2012,NA,NA,70,1050.47,34,15.82,31.18,0.09,0.002,0.24,0.21
"Alex Barabanov","ALEX.BARABANOV","8482222","22-23","S.J","L","L",1994-06-17,28,2012,NA,NA,68,1001.43,33,14.9,29.78,-0.43,0.031,0.21,0.2
"Alex Barre-Boulet","ALEX.BARRE-BOULET","8479718","20-21","T.B","C","L",1997-05-21,23,2015,NA,NA,15,184.35,23,15.02,30.84,0.85,0.088,0.23,0.33
"Alex Barre-Boulet","ALEX.BARRE-BOULET","8479718","21-22","SEA","C","L",1997-05-21,24,2015,NA,NA,2,16.28,15,15.07,29.97,1.09,-0.026,0.16,0.14
"Alex Barre-Boulet","ALEX.BARRE-BOULET","8479718","21-22","T.B","C","L",1997-05-21,24,2015,NA,NA,14,130.83,22,14.42,29.09,0.55,0.09,0.34,0.35
"Alex Barre-Boulet","ALEX.BARRE-BOULET","8479718","22-23","T.B","C","L",1997-05-21,25,2015,NA,NA,1,9.92,15,13.78,27.93,1,0.115,0.18,0.19
"Alex Belzile","ALEX.BELZILE","8475968","20-21","MTL","R","R",1991-08-31,29,2009,NA,NA,2,19.98,18,13.44,26.28,0.91,0.019,-0.18,0.01
"Alex Belzile","ALEX.BELZILE","8475968","21-22","MTL","R","R",1991-08-31,30,2009,NA,NA,11,97.3,29,13,26.25,-0.96,-0.026,0.04,0.12
"Alex Belzile","ALEX.BELZILE","8475968","22-23","MTL","R","R",1991-08-31,31,2009,NA,NA,31,337.83,30,13.69,27.61,-2.39,-0.073,0.09,0.08
"Alex Biega","ALEX.BIEGA","8473415","14-15","VAN","D","R",1988-04-04,26,2006,5,147,7,106.03,19,13.19,26.67,-1.1,-0.089,0.08,0.12
"Alex Biega","ALEX.BIEGA","8473415","15-16","VAN","D","R",1988-04-04,27,2006,5,147,51,781.57,31,13.4,26.94,-1.35,-0.127,-0.05,0.01
"Alex Biega","ALEX.BIEGA","8473415","16-17","VAN","D","R",1988-04-04,28,2006,5,147,36,440.67,32,13.69,27.22,-0.94,-0.058,0.01,0.06
"Alex Biega","ALEX.BIEGA","8473415","17-18","VAN","D","R",1988-04-04,29,2006,5,147,44,620.43,32,13.2,26.5,-0.4,-0.033,0.11,0.11
"Alex Biega","ALEX.BIEGA","8473415","18-19","VAN","D","R",1988-04-04,30,2006,5,147,41,687.18,35,13.56,27.15,0.07,-0.034,0.14,0.17
"Alex Biega","ALEX.BIEGA","8473415","19-20","DET","D","R",1988-04-04,31,2006,5,147,49,708.1,32,13.17,26.99,-1.25,-0.063,-0.16,-0.05
"Alex Biega","ALEX.BIEGA","8473415","20-21","DET","D","R",1988-04-04,32,2006,5,147,13,124.03,29,13.48,26.7,-1.96,-0.058,0.03,0.01
"Alex Biega","ALEX.BIEGA","8473415","21-22","TOR","D","R",1988-04-04,33,2006,5,147,2,25.58,18,13.33,26.28,2.26,0.133,0.41,0.38
"Alex Bolduc","ALEX.BOLDUC","8470719","08-09","VAN","C","L",1985-06-26,23,2003,4,127,7,44.78,23,12.68,27.72,-0.58,-0.017,0.19,0.16
"Alex Bolduc","ALEX.BOLDUC","8470719","09-10","VAN","C","L",1985-06-26,24,2003,4,127,15,120.4,25,13.34,28.24,-0.4,-0.043,0.09,0.14
"Alex Bolduc","ALEX.BOLDUC","8470719","10-11","VAN","C","L",1985-06-26,25,2003,4,127,24,163.17,27,12.52,26.02,-1.11,-0.046,0.05,0.08
"Alex Bolduc","ALEX.BOLDUC","8470719","11-12","ARI","C","L",1985-06-26,26,2003,4,127,2,14.27,17,12.88,25.56,-0.66,-0.001,0.06,0.14
"Alex Bolduc","ALEX.BOLDUC","8470719","12-13","ARI","C","L",1985-06-26,27,2003,4,127,14,104.53,23,13.48,27.27,0.16,-0.018,0.19,0.13
"Alex Bolduc","ALEX.BOLDUC","8470719","14-15","ARI","C","L",1985-06-26,29,2003,4,127,3,31.72,15,15.12,30.27,0.48,-0.049,0.04,0.05
"Alex Broadhurst","ALEX.BROADHURST","8476283","17-18","CBJ","C","L",1993-03-07,24,2011,7,199,2,19.25,18,13.69,27.03,-1.49,-0.032,0.3,0.1
"Alex Burmistrov","ALEX.BURMISTROV","8475788","10-11","ATL","C","L",1991-10-21,18,2010,1,8,74,863.82,33,13.99,28.21,-0.93,-0.04,0.06,0.07
"Alex Burmistrov","ALEX.BURMISTROV","8475788","11-12","WPG","C","L",1991-10-21,19,2010,1,8,76,1022.02,34,14.79,29.97,0.54,0.026,0.2,0.18
"Alex Burmistrov","ALEX.BURMISTROV","8475788","12-13","WPG","C","L",1991-10-21,20,2010,1,8,44,576.8,27,14.73,29.21,0.12,0.011,0.11,0.14
"Alex Burmistrov","ALEX.BURMISTROV","8475788","15-16","WPG","C","L",1991-10-21,23,2010,1,8,81,1057.18,30,14.27,29.4,0.59,0.042,0.09,0.21
"Alex Burmistrov","ALEX.BURMISTROV","8475788","16-17","ARI","C","L",1991-10-21,24,2010,1,8,26,328.83,25,14.48,28.85,-2.08,-0.107,0.05,0.03
"Alex Burmistrov","ALEX.BURMISTROV","8475788","16-17","WPG","C","L",1991-10-21,24,2010,1,8,23,218.27,26,12.71,26.12,-1.61,-0.027,0.12,0.09
"Alex Burmistrov","ALEX.BURMISTROV","8475788","17-18","VAN","C","L",1991-10-21,25,2010,1,8,24,253.63,26,14.27,28.77,-1.32,-0.073,0.07,0.05
"Alex Burrows","ALEX.BURROWS","8470358","07-08","VAN","L","L",1981-04-11,26,1999,NA,NA,82,958,30,13.79,30.01,-0.63,-0.025,0.14,0.14
